BASE_PRECINCT,WINNER_CANDIDATE_16,WINNER_PARTY_16,MARGIN_PERCENTPOINTS_16,VOTE_SHARE_WINNER_16,WINNER_TEXT_16,CT_WINNER_CANDIDATE_16,CT_WINNER_PARTY_16,CT_WINNER_TEXT_16,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
344,Marco Rubio (REP),REP,13.88,55.47,Marco Rubio (REP) won with 55.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Springs Community Center,2108,Majority Hispanic,Other,30.6,37.7,28.5,0.6,63.6,7.3,Miami Springs
345,Marco Rubio (REP),REP,100.00,100.00,Marco Rubio (REP) won with 100% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,West End Park Community House,3,Majority Hispanic,Heavily Republican,33.3,66.7,0,0,100,0,Unincorporated M-D
346,Marco Rubio (REP),REP,20.28,58.97,Marco Rubio (REP) won with 59% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Springview Elementary School,1922,Majority Hispanic,Other,27.3,42.7,31,0.6,61.9,6.6,Miami Springs
347,Marco Rubio (REP),REP,1.46,49.37,Marco Rubio (REP) won with 49.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Virginia Gardens Town Hall,1470,Majority Hispanic,Other,31.4,34.3,19.4,0.6,75.2,4.8,Virginia Gardens
348,Marco Rubio (REP),REP,27.97,62.63,Marco Rubio (REP) won with 62.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Medley Town Hall,698,Majority Hispanic,Other,18.1,43.8,5.7,0.4,87,6.9,Medley
349,Marco Rubio (REP),REP,10.59,54.29,Marco Rubio (REP) won with 54.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Hialeah Gardens City Hall,2627,Majority Hispanic,Other,25,42.7,3.6,0.8,87.9,7.7,Hialeah
350,Patrick Murphy (DEM),DEM,22.88,60.39,Patrick Murphy (DEM) won with 60.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami-Dade County Fire Rescue Honey Hill Station,1634,Majority Hispanic,Other,39.2,28.5,7.7,19.6,62.4,10.3,Unincorporated M-D
351,Patrick Murphy (DEM),DEM,26.20,61.99,Patrick Murphy (DEM) won with 62% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,The Moors Club Center,4068,Majority Hispanic,Other,38.6,23.8,8.5,13,70.2,8.3,Unincorporated M-D
352,Marco Rubio (REP),REP,42.57,70.51,Marco Rubio (REP) won with 70.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Mary Collins Community Center,3553,Majority Hispanic,Heavily Republican,20.4,51.9,15,2.7,75.3,7,Miami Lakes
353,Marco Rubio (REP),REP,24.90,61.47,Marco Rubio (REP) won with 61.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,North Trail Park,2411,Majority Hispanic,Other,21.9,39.6,6.1,0.4,87.6,5.9,Unincorporated M-D
354,Marco Rubio (REP),REP,50.65,74.67,Marco Rubio (REP) won with 74.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Palm Springs Middle School,1219,Majority Hispanic,Other,18.1,49.1,7.5,0.2,85.6,6.8,Unincorporated M-D
355,Patrick Murphy (DEM),DEM,22.21,59.90,Patrick Murphy (DEM) won with 59.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Joella C. Good Elementary School,4000,Majority Hispanic,Other,37,25.8,6.4,8.5,77.2,7.9,Unincorporated M-D
356,Patrick Murphy (DEM),DEM,25.64,61.12,Patrick Murphy (DEM) won with 61.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,American Senior High School,1416,Majority Hispanic,Other,36.9,26.1,4.7,9.6,76.1,9.6,Unincorporated M-D
357,Marco Rubio (REP),REP,34.62,66.37,Marco Rubio (REP) won with 66.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Palm Lakes Elementary School,1790,Majority Hispanic,Other,21.2,48.8,9.7,0.6,83.9,5.9,Hialeah
358,Marco Rubio (REP),REP,19.40,59.03,Marco Rubio (REP) won with 59% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Hialeah Gardens Middle School,1871,Majority Hispanic,Other,21.2,41.7,4.1,0.3,87.5,8,Hialeah Gardens
359,Marco Rubio (REP),REP,2.85,50.36,Marco Rubio (REP) won with 50.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Veterans Park,2268,Majority Hispanic,Other,24.5,41.4,3,0.5,88.9,7.6,Hialeah
360,Marco Rubio (REP),REP,16.28,57.16,Marco Rubio (REP) won with 57.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Ernest R. Graham K-8 Academy,4492,Majority Hispanic,Other,23.8,40.2,3.7,0.2,89.6,6.5,Hialeah
362,Marco Rubio (REP),REP,21.64,60.01,Marco Rubio (REP) won with 60% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Meadowlane Elementary School,2219,Majority Hispanic,Other,19.7,47.7,3.2,0.6,89.1,7.1,Hialeah
363,Marco Rubio (REP),REP,7.26,52.50,Marco Rubio (REP) won with 52.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Russell Bucky Dent Park,6863,Majority Hispanic,Other,26.2,33.5,5.2,3,84.5,7.3,Hialeah
364,Marco Rubio (REP),REP,5.03,51.62,Marco Rubio (REP) won with 51.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami-Dade County Fire Station #44,3657,Majority Hispanic,Other,30,34.6,6,5.9,80.6,7.4,Unincorporated M-D
365,Patrick Murphy (DEM),DEM,11.97,55.02,Patrick Murphy (DEM) won with 55% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Lawton Chiles Middle School,3383,Majority Hispanic,Other,35.8,29.1,7.1,7.9,77,8,Unincorporated M-D
366,Marco Rubio (REP),REP,9.37,53.77,Marco Rubio (REP) won with 53.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Eugenia B. Thomas K-8 Center,3468,Majority Hispanic,Other,23.8,24.7,12.2,1,77.6,9.1,Doral
367,Marco Rubio (REP),REP,2.25,49.80,Marco Rubio (REP) won with 49.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Imperial Lakes Club House,2653,Majority Hispanic,Other,27.6,31.6,4.4,0.6,89.1,5.8,Unincorporated M-D
368,Marco Rubio (REP),REP,27.41,63.01,Marco Rubio (REP) won with 63% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Westland Gardens Park,3654,Majority Hispanic,Other,20.1,45.7,4.7,0.5,88,6.8,Hialeah Gardens
369,Marco Rubio (REP),REP,31.25,64.58,Marco Rubio (REP) won with 64.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,North Palm Baptist Church,60,Majority Hispanic,Other,21.7,46.7,11.7,0,85,3.3,Unincorporated M-D
370,Patrick Murphy (DEM),DEM,10.00,53.48,Patrick Murphy (DEM) won with 53.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Dios Con Nosotros,4496,Majority Hispanic,Other,26.9,26.6,14.2,3.9,73.6,8.3,Doral
371,Marco Rubio (REP),REP,9.05,53.44,Marco Rubio (REP) won with 53.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Fire Fighters Memorial Building,4183,Majority Hispanic,Other,25.7,30.6,15.6,1.6,73.5,9.3,Doral
372,Marco Rubio (REP),REP,19.43,58.97,Marco Rubio (REP) won with 59% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Lakes Branch Library,1255,Majority Hispanic,Other,24.9,42.5,8.5,2.2,82.6,6.7,Unincorporated M-D
373,Marco Rubio (REP),REP,100.00,100.00,Marco Rubio (REP) won with 100% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Fire Fighters Memorial Building,2,Majority Hispanic,Other,50,50,0,0,100,0,Doral
374,Patrick Murphy (DEM),DEM,100.00,100.00,Patrick Murphy (DEM) won with 100% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
375,Marco Rubio (REP),REP,36.21,67.63,Marco Rubio (REP) won with 67.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Patterson Pavillion,1106,Majority Hispanic,Heavily Republican,19.4,50.3,4.4,0.4,89.4,5.8,Hialeah
376,Marco Rubio (REP),REP,37.16,67.98,Marco Rubio (REP) won with 68% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Turningpoint Baptist Church,4009,Majority Hispanic,Other,18.9,46.4,5.9,0.5,87.7,5.9,Unincorporated M-D
377,Marco Rubio (REP),REP,33.33,65.73,Marco Rubio (REP) won with 65.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,James S. Walker Community Center,3304,Majority Hispanic,Other,20.6,48,4.4,0.6,88,7,Hialeah
378,Marco Rubio (REP),REP,33.19,65.49,Marco Rubio (REP) won with 65.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,James S. Walker Community Center,1048,Majority Hispanic,Heavily Republican,20.8,50.4,4.7,0.4,88.6,6.3,Hialeah
379,Marco Rubio (REP),REP,31.79,65.07,Marco Rubio (REP) won with 65.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Hialeah Fire Station #2,2614,Majority Hispanic,Other,20.7,47.6,5.4,0.5,88,6.1,Hialeah
381,Marco Rubio (REP),REP,27.46,62.70,Marco Rubio (REP) won with 62.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Bright Park Recreation Center,1743,Majority Hispanic,Other,22.4,46,5.3,0.5,87.6,6.6,Hialeah
382,Marco Rubio (REP),REP,24.82,61.79,Marco Rubio (REP) won with 61.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,South East Park,1656,Majority Hispanic,Other,22.2,44.9,6.6,0.7,86.8,5.9,Hialeah
383,N/A,N/A,0.00,0.00,No votes were cast in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
384,Marco Rubio (REP),REP,18.46,58.54,Marco Rubio (REP) won with 58.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,St. Barbara Catholic Church,2721,Majority Hispanic,Other,23,40.9,3.3,0.8,89.3,6.6,Hialeah
385,Marco Rubio (REP),REP,33.77,65.98,Marco Rubio (REP) won with 66% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Barbara Goleman Senior High School,4026,Majority Hispanic,Other,21.5,45.9,8.1,1.6,84.4,6,Miami Lakes
386,Marco Rubio (REP),REP,15.83,56.62,Marco Rubio (REP) won with 56.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Hialeah Fire Station #6,2507,Majority Hispanic,Other,25.2,42.5,4.2,1.2,86.5,8.1,Hialeah
387,Marco Rubio (REP) and Patrick Murphy (DEM),N/A,0.00,48.54,Marco Rubio (REP) and Patrick Murphy (DEM) were tied with 48.5% of votes each in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Ruth A. Tinsman Housing Authority,2020,Majority Hispanic,Other,26.1,40,2.6,0.7,87.8,8.9,Hialeah
388,Marco Rubio (REP),REP,7.59,52.86,Marco Rubio (REP) won with 52.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,West Hialeah Gardens Elementary School,3884,Majority Hispanic,Other,23.9,37,2.7,0.2,90.4,6.7,Hialeah Gardens
389,Marco Rubio (REP),REP,27.19,62.64,Marco Rubio (REP) won with 62.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Palm Springs North Elementary School,3564,Majority Hispanic,Other,21.9,44.8,8.5,4.4,81,6.1,Unincorporated M-D
390,Marco Rubio (REP),REP,50.68,74.58,Marco Rubio (REP) won with 74.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Bob Graham Education Center,3934,Majority Hispanic,Heavily Republican,18.4,50.7,11.3,2,80.9,5.8,Miami Lakes
391,N/A,N/A,0.00,0.00,No votes were cast in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
392,N/A,N/A,0.00,0.00,No votes were cast in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
394,N/A,N/A,0.00,0.00,No votes were cast in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
395,N/A,N/A,0.00,0.00,No votes were cast in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
396,Marco Rubio (REP),REP,15.73,56.77,Marco Rubio (REP) won with 56.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Ruben Dario Park,2433,Majority Hispanic,Other,26.3,36.3,7.6,1,84.8,6.6,Unincorporated M-D
398,Marco Rubio (REP),REP,18.64,58.67,Marco Rubio (REP) won with 58.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Arts Studio 6-12 @ Zelda Glazer,1121,Majority Hispanic,Other,24.4,37,9.8,2.5,82.6,5.1,Unincorporated M-D
399,Marco Rubio (REP),REP,23.73,61.51,Marco Rubio (REP) won with 61.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami-Dade County Fire Station #61,1048,Majority Hispanic,Other,21.4,38.3,6.7,0.9,85.6,6.9,Unincorporated M-D
400,N/A,N/A,0.00,0.00,No votes were cast in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
401,Patrick Murphy (DEM),DEM,6.43,51.44,Patrick Murphy (DEM) won with 51.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Flagami Elementary School,2073,Majority Hispanic,Other,28.2,30.7,2.8,1.1,88.7,7.4,Unincorporated M-D
402,Marco Rubio (REP),REP,43.92,71.11,Marco Rubio (REP) won with 71.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Lamar Louise Curry Middle School,3555,Majority Hispanic,Other,18.1,49.6,5.7,0.4,88.6,5.3,Unincorporated M-D
403,Marco Rubio (REP),REP,2.86,50.37,Marco Rubio (REP) won with 50.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,La Catedral Del Pueblo,1464,Majority Hispanic,Other,31.1,32.6,7.2,1.6,85,6.1,Unincorporated M-D
405,Marco Rubio (REP),REP,26.58,62.39,Marco Rubio (REP) won with 62.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Ruben Dario Park,2119,Majority Hispanic,Other,24.5,42.9,5.9,0.5,87.9,5.8,Unincorporated M-D
406,Patrick Murphy (DEM),DEM,0.65,49.46,Patrick Murphy (DEM) won with 49.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,E.W.F. Stirrup Elementary School,2741,Majority Hispanic,Other,29.2,33.5,4.9,0.6,88.2,6.3,Unincorporated M-D
407,Marco Rubio (REP),REP,37.28,67.89,Marco Rubio (REP) won with 67.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Mildred & Claude Pepper Senior Center,1594,Majority Hispanic,Other,22.5,46.5,5.5,0.4,88.7,5.4,Unincorporated M-D
408,Patrick Murphy (DEM),DEM,11.75,54.80,Patrick Murphy (DEM) won with 54.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Fontainebleau Milton Rental Apartments,1913,Majority Hispanic,Other,29,28.6,7.3,2.2,83.3,7.2,Unincorporated M-D
409,Marco Rubio (REP),REP,1.14,49.19,Marco Rubio (REP) won with 49.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Sweetwater Elementary School,2738,Majority Hispanic,Other,30.9,32.8,7.3,6.4,76.9,9.4,Sweetwater
410,Marco Rubio (REP),REP,11.20,54.12,Marco Rubio (REP) won with 54.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Jorge Mas Canosa Youth Center,2430,Majority Hispanic,Other,23.5,40.2,3.5,0.7,88.7,7.2,Sweetwater
411,Patrick Murphy (DEM),DEM,6.91,52.26,Patrick Murphy (DEM) won with 52.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,La Catedral Del Pueblo,2218,Majority Hispanic,Other,30.8,29.1,5.3,1.1,84.8,8.8,Unincorporated M-D
412,Marco Rubio (REP),REP,48.72,73.89,Marco Rubio (REP) won with 73.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Belen Jesuit Preparatory School,2446,Majority Hispanic,Heavily Republican,16.7,52.9,8.4,0.3,85.7,5.6,Unincorporated M-D
413,Marco Rubio (REP),REP,50.91,74.63,Marco Rubio (REP) won with 74.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Greenglade Elementary School,3350,Majority Hispanic,Heavily Republican,14.7,56,7.6,0.4,86.6,5.4,Unincorporated M-D
414,Marco Rubio (REP),REP,32.04,65.28,Marco Rubio (REP) won with 65.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Joe Hall Elementary School,2105,Majority Hispanic,Other,18.6,48.1,6.4,0.4,87.8,5.4,Unincorporated M-D
415,Marco Rubio (REP),REP,20.20,59.08,Marco Rubio (REP) won with 59.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,University Lakes Recreation Hall,3774,Majority Hispanic,Other,22.8,43.1,6.8,0.5,86.5,6.2,Unincorporated M-D
416,Marco Rubio (REP),REP,21.39,59.60,Marco Rubio (REP) won with 59.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Marjory Stoneman Douglas Elementary School,2190,Majority Hispanic,Other,22.3,39.4,5,0.5,89.2,5.3,Unincorporated M-D
417,Marco Rubio (REP),REP,29.22,63.54,Marco Rubio (REP) won with 63.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami-Dade County Fair & Expo Center,2282,Majority Hispanic,Other,22.9,45.7,8.2,0.5,85.9,5.4,Unincorporated M-D
418,Marco Rubio (REP),REP,31.98,65.41,Marco Rubio (REP) won with 65.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Primera Iglesia Bautista Coral Park,998,Majority Hispanic,Other,22.6,47.1,9.6,0.4,84.3,5.7,Unincorporated M-D
419,Marco Rubio (REP),REP,45.32,72.14,Marco Rubio (REP) won with 72.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Westchester Regional Library,1376,Majority Hispanic,Heavily Republican,16.7,51.4,10,0.1,84.3,5.6,Unincorporated M-D
420,Marco Rubio (REP),REP,43.14,70.82,Marco Rubio (REP) won with 70.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Iglesia Adventista del Septimo Dia Westchester,2425,Majority Hispanic,Heavily Republican,17.2,53.2,8.2,0.2,86.4,5.3,Unincorporated M-D
421,Marco Rubio (REP),REP,39.81,69.14,Marco Rubio (REP) won with 69.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Primera Iglesia Bautista Coral Park,2340,Majority Hispanic,Other,19.9,49.8,9.2,0.4,85.1,5.3,Unincorporated M-D
422,Marco Rubio (REP),REP,37.83,67.99,Marco Rubio (REP) won with 68% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Everglades K-8 Center,1449,Majority Hispanic,Other,20.7,46.2,9.7,0.5,83.6,6.2,Unincorporated M-D
423,Marco Rubio (REP),REP,38.94,68.52,Marco Rubio (REP) won with 68.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,West Miami Middle School,2038,Majority Hispanic,Other,20.6,47.8,10.6,0.2,84.1,5.1,Unincorporated M-D
424,Marco Rubio (REP),REP,33.78,65.84,Marco Rubio (REP) won with 65.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Tamiami Baptist Church,2936,Majority Hispanic,Other,20.6,44.8,6.6,0.5,86.5,6.3,Unincorporated M-D
425,Marco Rubio (REP),REP,24.52,61.42,Marco Rubio (REP) won with 61.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,El Camino Church,1143,Majority Hispanic,Other,23.2,43.9,6.6,0.8,87,5.6,Unincorporated M-D
426,Marco Rubio (REP),REP,27.74,62.95,Marco Rubio (REP) won with 63% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,West Miami Recreation Center,3998,Majority Hispanic,Other,23.8,44.6,12.3,1.7,80.8,5.2,West Miami
