LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,TOTAL_REGISTERED_VOTERS,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,NPA_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE
Last updated at 11-14-2022 21:00,V008,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),1569,DEM,Hector Roos (LPF),15,LPF,Ron DeSantis (REP),565,REP,2159,0.46,72.67,0.69,26.17,DEM,Charlie Crist (DEM),1004,46.5,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5734,Other,Heavily Democrat,56.7,12.5,29.4,23.5,39.6,28.2
Last updated at 11-14-2022 21:00,V009,Carmen Jackie Gimenez (NPA),21,NPA,Charlie Crist (DEM),1258,DEM,Hector Roos (LPF),11,LPF,Ron DeSantis (REP),970,REP,2260,0.93,55.66,0.49,42.92,DEM,Charlie Crist (DEM),288,12.74,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,6053,Other,Other,46.8,16.8,34.4,39.6,18.7,31.8
Last updated at 11-14-2022 21:00,V010,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),133,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),70,REP,204,0.49,65.2,0.0,34.31,DEM,Charlie Crist (DEM),63,30.88,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,621,Other,Heavily Democrat,52.8,14.3,30.9,28.5,26.9,35.4
Last updated at 11-14-2022 21:00,V011,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),516,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),95,REP,618,0.97,83.5,0.16,15.37,DEM,Charlie Crist (DEM),421,68.12,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1881,Majority Black,Heavily Democrat,70.5,6.5,21.7,7.1,67.4,16.9
Last updated at 11-14-2022 21:00,V012,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),397,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),411,REP,814,0.37,48.77,0.37,50.49,REP,Ron DeSantis (REP),14,1.72,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1338,Majority White,Other,40.9,27.3,30.8,74.6,3.7,13.2
Last updated at 11-14-2022 21:00,V013,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),986,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),984,REP,1977,0.3,49.87,0.05,49.77,DEM,Charlie Crist (DEM),2,0.1,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3653,Majority White,Other,41.4,26.9,29.8,69.6,5.9,15.1
Last updated at 11-14-2022 21:00,V014,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),643,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),720,REP,1368,0.15,47.0,0.22,52.63,REP,Ron DeSantis (REP),77,5.63,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2167,Majority White,Other,41.8,28.0,29.1,80.5,1.1,9.2
Last updated at 11-14-2022 21:00,V015,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),1145,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1041,REP,2204,0.59,51.95,0.23,47.23,DEM,Charlie Crist (DEM),104,4.72,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4207,Majority White,Other,45.4,24.2,29.0,56.5,7.8,27.5
Last updated at 11-14-2022 21:00,V016,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),971,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),944,REP,1922,0.21,50.52,0.16,49.12,DEM,Charlie Crist (DEM),27,1.4,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3402,Majority White,Other,43.4,27.8,27.4,56.5,9.5,25.4
Last updated at 11-14-2022 21:00,V017,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),980,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),858,REP,1852,0.59,52.92,0.16,46.33,DEM,Charlie Crist (DEM),122,6.59,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3419,Majority White,Other,43.8,25.2,29.2,53.9,6.7,29.0
Last updated at 11-14-2022 21:00,V018,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),1076,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),842,REP,1940,0.72,55.46,0.41,43.4,DEM,Charlie Crist (DEM),234,12.06,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4493,Other,Other,46.5,20.3,31.5,38.0,19.1,33.7
Last updated at 11-14-2022 21:00,V019,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),1504,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),913,REP,2435,0.53,61.77,0.21,37.49,DEM,Charlie Crist (DEM),591,24.27,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5209,Other,Heavily Democrat,50.3,17.6,30.5,37.9,21.8,31.2
Last updated at 11-14-2022 21:00,V020,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),169,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),24,REP,196,1.53,86.22,0.0,12.24,DEM,Charlie Crist (DEM),145,73.98,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,585,Majority Black,Heavily Democrat,72.8,6.5,19.5,5.6,72.6,13.2
Last updated at 11-14-2022 21:00,V021,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),1047,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),640,REP,1704,0.53,61.44,0.47,37.56,DEM,Charlie Crist (DEM),407,23.88,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5144,Other,Heavily Democrat,50.7,15.7,32.3,18.0,28.3,43.0
Last updated at 11-14-2022 21:00,V022,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),550,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),416,REP,981,1.12,56.07,0.41,42.41,DEM,Charlie Crist (DEM),134,13.66,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2849,Other,Other,47.0,18.4,32.9,28.7,16.0,43.7
Last updated at 11-14-2022 21:00,V023,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),241,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),209,REP,457,1.53,52.74,0.0,45.73,DEM,Charlie Crist (DEM),32,7.0,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1469,Other,Other,43.1,20.2,35.3,39.1,14.2,36.8
Last updated at 11-14-2022 21:00,V024,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),346,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),782,REP,1132,0.27,30.57,0.09,69.08,REP,Ron DeSantis (REP),436,38.52,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2218,Majority White,Other,28.1,37.0,33.9,69.0,4.1,13.7
Last updated at 11-14-2022 21:00,V025,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),18,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),24,REP,42,0.0,42.86,0.0,57.14,REP,Ron DeSantis (REP),6,14.29,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,105,Other,Other,32.4,26.7,39.0,44.8,7.6,35.2
Last updated at 11-14-2022 21:00,V026,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),344,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),347,REP,692,0.0,49.71,0.14,50.14,REP,Ron DeSantis (REP),3,0.43,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1879,Other,Other,44.3,21.7,33.0,32.6,12.3,45.8
Last updated at 11-14-2022 21:00,V027,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),1004,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),854,REP,1877,0.64,53.49,0.37,45.5,DEM,Charlie Crist (DEM),150,7.99,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4549,Other,Other,46.4,22.1,30.2,33.5,12.0,43.4
Last updated at 11-14-2022 21:00,V028,Carmen Jackie Gimenez (NPA),16,NPA,Charlie Crist (DEM),1177,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1254,REP,2452,0.65,48.0,0.2,51.14,REP,Ron DeSantis (REP),77,3.14,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,6621,Other,Other,43.3,21.9,33.1,27.9,13.1,48.4
Last updated at 11-14-2022 21:00,V029,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),1057,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),934,REP,2014,0.7,52.48,0.45,46.38,DEM,Charlie Crist (DEM),123,6.11,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5337,Other,Other,44.9,19.6,33.8,26.6,14.8,46.3
Last updated at 11-14-2022 21:00,W001,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),1335,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),261,REP,1605,0.44,83.18,0.12,16.26,DEM,Charlie Crist (DEM),1074,66.92,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3991,Majority Black,Heavily Democrat,68.7,7.4,23.2,7.4,67.1,15.9
Last updated at 11-14-2022 21:00,W002,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),1683,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),546,REP,2252,0.62,74.73,0.4,24.25,DEM,Charlie Crist (DEM),1137,50.49,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,6187,Majority Black,Heavily Democrat,63.2,9.8,25.8,10.3,52.8,26.6
Last updated at 11-14-2022 21:00,W003,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),221,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),77,REP,298,0.0,74.16,0.0,25.84,DEM,Charlie Crist (DEM),144,48.32,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,820,Majority Black,Heavily Democrat,61.0,10.6,27.6,10.9,50.1,27.0
Last updated at 11-14-2022 21:00,W004,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),1807,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),534,REP,2356,0.42,76.7,0.21,22.67,DEM,Charlie Crist (DEM),1273,54.03,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5923,Majority Black,Heavily Democrat,62.7,9.8,26.2,8.4,53.6,27.5
Last updated at 11-14-2022 21:00,W005,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),1630,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),420,REP,2063,0.48,79.01,0.15,20.36,DEM,Charlie Crist (DEM),1210,58.65,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4872,Majority Black,Heavily Democrat,65.1,9.3,24.5,6.9,62.3,20.8
Last updated at 11-14-2022 21:00,W006,Carmen Jackie Gimenez (NPA),15,NPA,Charlie Crist (DEM),1860,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),358,REP,2235,0.67,83.22,0.09,16.02,DEM,Charlie Crist (DEM),1502,67.2,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,6068,Majority Black,Heavily Democrat,66.6,6.4,25.6,4.6,63.9,20.8
Last updated at 11-14-2022 21:00,W007,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),1790,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),447,REP,2247,0.4,79.66,0.04,19.89,DEM,Charlie Crist (DEM),1343,59.77,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4734,Majority Black,Heavily Democrat,64.3,9.8,24.5,7.6,59.1,19.9
Last updated at 11-14-2022 21:00,W008,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),1521,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),362,REP,1902,0.68,79.97,0.32,19.03,DEM,Charlie Crist (DEM),1159,60.94,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4495,Majority Black,Heavily Democrat,64.8,7.7,25.9,4.6,62.0,23.0
Last updated at 11-14-2022 21:00,W009,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),1547,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),589,REP,2151,0.6,71.92,0.09,27.38,DEM,Charlie Crist (DEM),958,44.54,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5107,Other,Heavily Democrat,56.7,12.3,29.7,9.5,45.5,33.5
Last updated at 11-14-2022 21:00,W010,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),713,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),329,REP,1050,0.67,67.9,0.1,31.33,DEM,Charlie Crist (DEM),384,36.57,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2843,Other,Heavily Democrat,50.5,13.8,33.5,12.1,38.4,39.8
Last updated at 11-14-2022 21:00,W011,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),224,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),185,REP,413,0.97,54.24,0.0,44.79,DEM,Charlie Crist (DEM),39,9.44,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1485,Majority Hispanic,Other,43.2,19.0,36.0,8.7,28.9,51.1
Last updated at 11-14-2022 21:00,W012,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),1153,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),752,REP,1918,0.52,60.11,0.16,39.21,DEM,Charlie Crist (DEM),401,20.91,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4661,Majority Hispanic,Other,46.1,16.9,35.4,6.8,29.8,51.3
Last updated at 11-14-2022 21:00,W013,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),1020,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),833,REP,1865,0.43,54.69,0.21,44.66,DEM,Charlie Crist (DEM),187,10.03,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3890,Other,Other,42.7,23.7,32.1,13.3,29.2,44.6
Last updated at 11-14-2022 21:00,W014,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),1869,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),1202,REP,3087,0.29,60.54,0.23,38.94,DEM,Charlie Crist (DEM),667,21.61,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,6156,Other,Other,48.4,19.8,30.6,13.0,28.6,43.2
Last updated at 11-14-2022 21:00,W015,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),605,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),587,REP,1198,0.33,50.5,0.17,49.0,DEM,Charlie Crist (DEM),18,1.5,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2290,Majority Hispanic,Other,42.0,27.0,29.3,13.1,23.8,50.1
Last updated at 11-14-2022 21:00,W016,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),1906,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),1266,REP,3195,0.44,59.66,0.28,39.62,DEM,Charlie Crist (DEM),640,20.03,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,7191,Other,Other,44.5,17.4,36.9,12.1,23.4,48.3
Last updated at 11-14-2022 21:00,W017,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),1295,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),998,REP,2304,0.3,56.21,0.17,43.32,DEM,Charlie Crist (DEM),297,12.89,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4591,Other,Other,41.4,22.6,34.5,14.7,26.1,40.6
Last updated at 11-14-2022 21:00,W018,Carmen Jackie Gimenez (NPA),18,NPA,Charlie Crist (DEM),2745,DEM,Hector Roos (LPF),12,LPF,Ron DeSantis (REP),1573,REP,4348,0.41,63.13,0.28,36.18,DEM,Charlie Crist (DEM),1172,26.95,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,8857,Other,Other,48.0,18.5,32.2,12.7,29.0,41.4
Last updated at 11-14-2022 21:00,W019,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),911,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),842,REP,1763,0.4,51.67,0.17,47.76,DEM,Charlie Crist (DEM),69,3.91,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3334,Other,Other,39.0,25.9,33.6,18.7,17.1,48.6
Last updated at 11-14-2022 21:00,X001,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),21,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),6,REP,27,0.0,77.78,0.0,22.22,DEM,Charlie Crist (DEM),15,55.56,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,88,Majority Black,Heavily Democrat,62.5,11.4,23.9,9.1,54.5,22.7
Last updated at 11-14-2022 21:00,X002,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),1072,DEM,Hector Roos (LPF),10,LPF,Ron DeSantis (REP),741,REP,1827,0.22,58.68,0.55,40.56,DEM,Charlie Crist (DEM),331,18.12,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4446,Other,Heavily Democrat,50.8,17.2,30.6,23.9,25.5,38.7
Last updated at 11-14-2022 21:00,X003,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),428,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),259,REP,691,0.29,61.94,0.29,37.48,DEM,Charlie Crist (DEM),169,24.46,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1906,Other,Heavily Democrat,50.6,15.7,32.5,20.3,27.4,40.3
Last updated at 11-14-2022 21:00,X004,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),888,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),841,REP,1735,0.23,51.18,0.12,48.47,DEM,Charlie Crist (DEM),47,2.71,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3932,Other,Other,45.5,22.7,30.2,28.8,20.6,35.6
Last updated at 11-14-2022 21:00,X005,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),1282,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),1427,REP,2725,0.48,47.05,0.11,52.37,REP,Ron DeSantis (REP),145,5.32,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5631,Other,Other,41.9,27.7,29.2,35.8,11.8,42.3
Last updated at 11-14-2022 21:00,X006,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),1008,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),400,REP,1422,0.77,70.89,0.21,28.13,DEM,Charlie Crist (DEM),608,42.76,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3419,Other,Heavily Democrat,57.9,12.4,28.3,13.2,42.0,32.4
Last updated at 11-14-2022 21:00,X007,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),628,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),402,REP,1038,0.77,60.5,0.0,38.73,DEM,Charlie Crist (DEM),226,21.77,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1661,Other,Heavily Democrat,51.4,21.0,25.7,42.7,16.0,30.8
Last updated at 11-14-2022 21:00,X008,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),1077,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),380,REP,1460,0.14,73.77,0.07,26.03,DEM,Charlie Crist (DEM),697,47.74,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3231,Other,Heavily Democrat,58.0,13.4,27.7,14.2,43.8,27.2
Last updated at 11-14-2022 21:00,X009,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),1081,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),828,REP,1928,0.73,56.07,0.26,42.95,DEM,Charlie Crist (DEM),253,13.12,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4506,Other,Other,46.2,20.6,31.6,24.3,21.8,42.9
Last updated at 11-14-2022 21:00,X010,Carmen Jackie Gimenez (NPA),16,NPA,Charlie Crist (DEM),1400,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1132,REP,2553,0.63,54.84,0.2,44.34,DEM,Charlie Crist (DEM),268,10.5,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5452,Other,Other,46.5,21.5,30.4,29.2,19.3,40.4
Last updated at 11-14-2022 21:00,X011,Carmen Jackie Gimenez (NPA),16,NPA,Charlie Crist (DEM),2148,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),1838,REP,4011,0.4,53.55,0.22,45.82,DEM,Charlie Crist (DEM),310,7.73,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,7343,Other,Other,44.9,25.8,27.8,38.3,12.3,41.2
Last updated at 11-14-2022 21:00,X012,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),1363,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),1070,REP,2445,0.37,55.75,0.12,43.76,DEM,Charlie Crist (DEM),293,11.98,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4827,Other,Other,45.7,22.9,30.0,30.9,14.0,45.8
Last updated at 11-14-2022 21:00,X013,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),1182,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),494,REP,1692,0.59,69.86,0.35,29.2,DEM,Charlie Crist (DEM),688,40.66,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5079,Other,Heavily Democrat,53.8,12.7,31.5,11.7,43.7,33.2
Last updated at 11-14-2022 21:00,X014,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),1125,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),711,REP,1853,0.54,60.71,0.38,38.37,DEM,Charlie Crist (DEM),414,22.34,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4831,Other,Other,47.4,16.5,34.5,16.5,28.8,43.9
Last updated at 11-14-2022 21:00,X015,Carmen Jackie Gimenez (NPA),25,NPA,Charlie Crist (DEM),2722,DEM,Hector Roos (LPF),12,LPF,Ron DeSantis (REP),2740,REP,5499,0.45,49.5,0.22,49.83,REP,Ron DeSantis (REP),18,0.33,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,9608,Majority Hispanic,Other,43.4,30.6,24.7,28.6,10.7,53.5
