LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,TOTAL_REGISTERED_VOTERS,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,NPA_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE
Last updated at 11-14-2022 20:55,711,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),114,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),633,REP,750,0.27,15.2,0.13,84.4,REP,Ron DeSantis (REP),519,69.2,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1283,Majority White,Heavily Republican,18.9,53.5,25.6,78.9,1.4,14.3,5.5
Last updated at 11-14-2022 20:55,712,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),551,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),936,REP,1497,0.33,36.81,0.33,62.53,REP,Ron DeSantis (REP),385,25.72,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2222,Majority White,Other,25.0,42.0,30.8,73.0,5.2,12.1,9.7
Last updated at 11-14-2022 20:55,713,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),469,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),672,REP,1149,0.61,40.82,0.09,58.49,REP,Ron DeSantis (REP),203,17.67,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2277,Majority White,Other,37.9,34.1,25.8,50.1,27.9,17.1,4.9
Last updated at 11-14-2022 20:55,714,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),46,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),255,REP,301,0.0,15.28,0.0,84.72,REP,Ron DeSantis (REP),209,69.44,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,530,Majority White,Heavily Republican,17.4,55.8,24.3,84.0,0.9,9.6,5.5
Last updated at 11-14-2022 20:55,721,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),341,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1238,REP,1590,0.31,21.45,0.38,77.86,REP,Ron DeSantis (REP),897,56.42,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3361,Majority White,Other,23.7,43.9,30.5,67.7,2.1,24.7,5.5
Last updated at 11-14-2022 20:55,750,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),581,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),1467,REP,2060,0.19,28.2,0.39,71.21,REP,Ron DeSantis (REP),886,43.01,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3400,Majority White,Other,24.2,49.6,24.5,72.0,7.7,12.1,8.1
Last updated at 11-14-2022 20:55,751,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),541,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),1312,REP,1862,0.38,29.05,0.11,70.46,REP,Ron DeSantis (REP),771,41.41,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3072,Majority White,Other,24.1,49.2,24.7,76.0,6.6,11.1,6.3
Last updated at 11-14-2022 20:55,753,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),886,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),599,REP,1494,0.54,59.3,0.07,40.09,DEM,Charlie Crist (DEM),287,19.21,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3867,Other,Heavily Democrat,52.1,21.5,25.2,32.2,45.0,17.4,5.4
Last updated at 11-14-2022 20:55,754,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),318,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),798,REP,1121,0.18,28.37,0.27,71.19,REP,Ron DeSantis (REP),480,42.82,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2250,Majority White,Other,29.2,41.1,28.1,66.0,13.0,14.7,6.3
Last updated at 11-14-2022 20:55,755,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),197,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),416,REP,618,0.32,31.88,0.49,67.31,REP,Ron DeSantis (REP),219,35.44,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1356,Majority White,Other,31.5,36.6,29.4,64.0,8.7,21.2,6.0
Last updated at 11-14-2022 20:55,757,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),630,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),932,REP,1574,0.51,40.03,0.25,59.21,REP,Ron DeSantis (REP),302,19.19,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3969,Other,Other,36.0,29.5,32.8,49.6,12.3,31.2,6.9
Last updated at 11-14-2022 20:55,759,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),557,DEM,Hector Roos (LPF),10,LPF,Ron DeSantis (REP),1368,REP,1945,0.51,28.64,0.51,70.33,REP,Ron DeSantis (REP),811,41.7,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3932,Majority White,Other,26.2,42.1,29.6,70.0,6.1,19.3,4.6
Last updated at 11-14-2022 20:55,761,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),346,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1854,REP,2211,0.27,15.65,0.23,83.85,REP,Ron DeSantis (REP),1508,68.2,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3705,Majority White,Heavily Republican,19.1,56.1,23.4,83.3,1.8,9.9,5.0
Last updated at 11-14-2022 20:55,763,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),84,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),321,REP,408,0.49,20.59,0.25,78.68,REP,Ron DeSantis (REP),237,58.09,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,931,Majority White,Other,24.2,41.9,31.8,72.0,2.6,20.4,5.0
Last updated at 11-14-2022 20:55,764,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),393,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),1295,REP,1693,0.24,23.21,0.06,76.49,REP,Ron DeSantis (REP),902,53.28,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2731,Majority White,Heavily Republican,22.7,50.7,25.2,85.5,1.6,8.4,4.5
Last updated at 11-14-2022 20:55,765,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),178,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1053,REP,1241,0.4,14.34,0.4,84.85,REP,Ron DeSantis (REP),875,70.51,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2062,Majority White,Heavily Republican,17.1,55.3,26.0,86.0,1.4,7.2,5.4
Last updated at 11-14-2022 20:55,767,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),296,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),976,REP,1281,0.31,23.11,0.39,76.19,REP,Ron DeSantis (REP),680,53.08,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2677,Majority White,Other,27.3,44.2,26.9,64.6,8.6,21.1,5.7
Last updated at 11-14-2022 20:55,769,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),182,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),1078,REP,1261,0.0,14.43,0.08,85.49,REP,Ron DeSantis (REP),896,71.05,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2043,Majority White,Heavily Republican,18.4,57.6,22.5,82.2,3.8,8.9,5.1
Last updated at 11-14-2022 20:55,801,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),480,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),757,REP,1252,0.64,38.34,0.56,60.46,REP,Ron DeSantis (REP),277,22.12,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2456,Majority White,Other,32.8,33.9,30.5,62.5,12.4,16.6,8.5
Last updated at 11-14-2022 20:55,802,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),459,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),667,REP,1134,0.35,40.48,0.35,58.82,REP,Ron DeSantis (REP),208,18.34,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2049,Majority White,Other,30.4,38.5,29.5,69.1,9.9,14.3,6.7
Last updated at 11-14-2022 20:55,803,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),235,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),319,REP,555,0.18,42.34,0.0,57.48,REP,Ron DeSantis (REP),84,15.14,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,955,Majority White,Other,29.4,39.5,29.7,66.3,9.7,15.4,8.6
Last updated at 11-14-2022 20:55,804,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),925,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1453,REP,2391,0.29,38.69,0.25,60.77,REP,Ron DeSantis (REP),528,22.08,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4140,Majority White,Other,29.9,39.8,28.8,69.6,10.3,12.5,7.6
Last updated at 11-14-2022 20:55,805,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),379,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),821,REP,1206,0.25,31.43,0.25,68.08,REP,Ron DeSantis (REP),442,36.65,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1722,Majority White,Other,23.7,49.9,24.4,77.2,5.9,9.1,7.8
Last updated at 11-14-2022 20:55,806,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),519,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),1000,REP,1526,0.26,34.01,0.2,65.53,REP,Ron DeSantis (REP),481,31.52,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2363,Majority White,Other,23.7,47.0,27.5,75.5,7.2,8.3,8.9
Last updated at 11-14-2022 20:55,807,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),151,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),342,REP,495,0.4,30.51,0.0,69.09,REP,Ron DeSantis (REP),191,38.59,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,857,Majority White,Other,21.4,42.7,33.6,72.1,6.4,10.9,10.6
Last updated at 11-14-2022 20:55,808,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),458,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),672,REP,1142,0.61,40.11,0.44,58.84,REP,Ron DeSantis (REP),214,18.74,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1938,Majority White,Other,30.4,39.7,28.1,70.2,9.2,12.1,8.5
Last updated at 11-14-2022 20:55,809,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),156,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),249,REP,407,0.0,38.33,0.49,61.18,REP,Ron DeSantis (REP),93,22.85,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,660,Majority White,Other,25.6,43.6,28.2,76.8,6.2,11.1,5.9
Last updated at 11-14-2022 20:55,810,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),588,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),1035,REP,1634,0.12,35.99,0.55,63.34,REP,Ron DeSantis (REP),447,27.36,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2666,Majority White,Other,29.3,42.0,26.7,69.8,9.2,13.2,7.8
Last updated at 11-14-2022 20:55,811,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),276,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),640,REP,919,0.11,30.03,0.22,69.64,REP,Ron DeSantis (REP),364,39.61,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1422,Majority White,Other,26.1,43.8,28.3,74.4,3.8,14.1,7.7
Last updated at 11-14-2022 20:55,812,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),121,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),301,REP,426,0.23,28.4,0.7,70.66,REP,Ron DeSantis (REP),180,42.25,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,657,Majority White,Heavily Republican,23.3,51.0,22.7,80.5,5.2,8.1,6.2
Last updated at 11-14-2022 20:55,813,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),1044,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),1963,REP,3025,0.46,34.51,0.13,64.89,REP,Ron DeSantis (REP),919,30.38,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4891,Majority White,Other,28.2,43.6,26.3,69.7,9.5,12.0,8.8
Last updated at 11-14-2022 20:55,814,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),472,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),1234,REP,1709,0.12,27.62,0.06,72.21,REP,Ron DeSantis (REP),762,44.59,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2421,Majority White,Heavily Republican,18.8,53.7,25.7,82.9,3.6,5.5,8.0
Last updated at 11-14-2022 20:55,815,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),242,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),501,REP,751,0.4,32.22,0.67,66.71,REP,Ron DeSantis (REP),259,34.49,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1176,Majority White,Other,24.9,47.4,25.8,78.1,3.6,9.9,8.4
Last updated at 11-14-2022 20:55,816,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),419,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),866,REP,1293,0.15,32.41,0.46,66.98,REP,Ron DeSantis (REP),447,34.57,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1991,Majority White,Other,25.3,47.2,25.6,75.5,6.2,10.9,7.4
Last updated at 11-14-2022 20:55,817,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),845,DEM,Hector Roos (LPF),10,LPF,Ron DeSantis (REP),1601,REP,2466,0.41,34.27,0.41,64.92,REP,Ron DeSantis (REP),756,30.66,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4103,Majority White,Other,26.6,42.1,29.0,68.6,9.4,12.6,9.4
Last updated at 11-14-2022 20:55,818,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),48,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),228,REP,276,0.0,17.39,0.0,82.61,REP,Ron DeSantis (REP),180,65.22,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,473,Majority White,Heavily Republican,20.1,55.4,23.5,80.8,3.6,5.9,9.7
Last updated at 11-14-2022 20:55,819,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),255,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),539,REP,800,0.62,31.87,0.12,67.38,REP,Ron DeSantis (REP),284,35.5,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1183,Majority White,Other,27.5,47.6,23.2,87.2,1.9,8.2,2.8
Last updated at 11-14-2022 20:55,820,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),1162,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),2060,REP,3241,0.31,35.85,0.28,63.56,REP,Ron DeSantis (REP),898,27.71,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,6030,Majority White,Other,30.2,36.8,31.1,61.9,11.6,17.8,8.7
Last updated at 11-14-2022 20:55,821,Carmen Jackie Gimenez (NPA),15,NPA,Charlie Crist (DEM),1292,DEM,Hector Roos (LPF),14,LPF,Ron DeSantis (REP),1831,REP,3152,0.48,40.99,0.44,58.09,REP,Ron DeSantis (REP),539,17.1,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,6058,Majority White,Other,33.0,34.0,31.1,56.5,11.8,19.3,12.4
Last updated at 11-14-2022 20:55,822,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),46,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),68,REP,115,0.87,40.0,0.0,59.13,REP,Ron DeSantis (REP),22,19.13,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,257,Other,Other,38.5,27.6,30.7,44.0,24.5,24.9,6.6
Last updated at 11-14-2022 20:55,825,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),89,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),103,REP,194,0.52,45.88,0.52,53.09,REP,Ron DeSantis (REP),14,7.22,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,356,Majority White,Other,30.3,37.1,29.8,62.1,8.1,17.4,12.4
Last updated at 11-14-2022 20:55,827,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),939,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),1490,REP,2443,0.2,38.44,0.37,60.99,REP,Ron DeSantis (REP),551,22.55,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4199,Majority White,Other,31.3,38.9,27.8,65.4,10.0,15.9,8.7
Last updated at 11-14-2022 20:55,828,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),468,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),347,REP,830,1.2,56.39,0.6,41.81,DEM,Charlie Crist (DEM),121,14.58,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2389,Other,Other,43.0,20.4,34.3,38.8,29.8,21.8,9.5
Last updated at 11-14-2022 20:55,829,Carmen Jackie Gimenez (NPA),17,NPA,Charlie Crist (DEM),981,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1096,REP,2100,0.81,46.71,0.29,52.19,REP,Ron DeSantis (REP),115,5.48,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4003,Majority White,Other,36.3,30.6,31.0,55.0,17.8,17.8,9.4
Last updated at 11-14-2022 20:55,830,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),575,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),600,REP,1186,0.51,48.48,0.42,50.59,REP,Ron DeSantis (REP),25,2.11,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2250,Other,Other,39.0,27.6,31.9,49.0,18.4,21.9,10.7
Last updated at 11-14-2022 20:55,832,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),891,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),907,REP,1809,0.55,49.25,0.06,50.14,REP,Ron DeSantis (REP),16,0.88,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3697,Majority White,Other,36.8,29.3,31.9,50.6,18.2,19.4,11.8
Last updated at 11-14-2022 20:55,833,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),438,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),373,REP,826,1.21,53.03,0.61,45.16,DEM,Charlie Crist (DEM),65,7.87,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1901,Other,Other,42.9,25.0,29.7,47.6,23.7,20.9,7.7
Last updated at 11-14-2022 20:55,834,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),549,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),429,REP,994,0.8,55.23,0.8,43.16,DEM,Charlie Crist (DEM),120,12.07,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2275,Other,Other,43.2,21.9,32.7,36.1,25.5,28.0,10.4
Last updated at 11-14-2022 20:55,850,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),4,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),9,REP,13,0.0,30.77,0.0,69.23,REP,Ron DeSantis (REP),5,38.46,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,45,Majority White,Other,22.2,40.0,37.8,86.7,8.9,2.2,2.2
Last updated at 11-14-2022 20:55,851,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),793,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),1049,REP,1863,0.64,42.57,0.48,56.31,REP,Ron DeSantis (REP),256,13.74,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3512,Majority White,Other,34.7,32.9,30.1,56.7,17.1,17.1,9.2
Last updated at 11-14-2022 20:55,852,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),1023,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),744,REP,1785,0.67,57.31,0.34,41.68,DEM,Charlie Crist (DEM),279,15.63,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4804,Other,Other,41.0,22.1,34.3,46.4,26.0,17.9,9.7
Last updated at 11-14-2022 20:55,853,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),257,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),124,REP,390,1.28,65.9,1.03,31.79,DEM,Charlie Crist (DEM),133,34.1,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1529,Other,Other,45.6,16.4,35.7,32.1,31.5,27.0,9.4
Last updated at 11-14-2022 20:55,854,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),19,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),33,REP,52,0.0,36.54,0.0,63.46,REP,Ron DeSantis (REP),14,26.92,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,192,Majority White,Other,27.6,31.3,40.1,65.6,13.5,8.3,12.5
Last updated at 11-14-2022 20:55,855,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),345,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),355,REP,705,0.14,48.94,0.57,50.35,REP,Ron DeSantis (REP),10,1.42,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1331,Majority White,Other,39.2,28.0,30.8,53.7,14.1,22.0,10.1
Last updated at 11-14-2022 20:55,856,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),571,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),916,REP,1501,0.47,38.04,0.47,61.03,REP,Ron DeSantis (REP),345,22.98,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2700,Majority White,Other,32.6,37.7,28.4,61.6,11.8,18.2,8.4
