LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,CANDIDATE_NAME_5,VOTES_WON_5,CANDIDATE_PARTY_5,CANDIDATE_NAME_6,VOTES_WON_6,CANDIDATE_PARTY_6,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,VOTE_SHARE_5,VOTE_SHARE_6,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_VOTE_SHARE_5,CT_VOTE_SHARE_6,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,WINNER_CANDIDATE_16,WINNER_PARTY_16,MARGIN_PERCENTPOINTS_16,VOTE_SHARE_WINNER_16,WINNER_TEXT_16,CT_WINNER_CANDIDATE_16,CT_WINNER_PARTY_16,CT_WINNER_TEXT_16,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
Last updated at 02-14-2023 03:17,264,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),80,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),320,DEM,Write-In (OTHER),0,OTHER,405,0.0,19.75,0.74,0.49,79.01,0.0,DEM,Val Demings (DEM),240,59.26,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,73.95,85.83,Patrick Murphy (DEM) won with 85.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Kelsey L. Pharr Elementary School,1451,Majority Black,Heavily Democrat,67.7,8.3,2.5,59.2,33.1,5.2,Unincorporated M-D
Last updated at 02-14-2023 03:17,265,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),8,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),33,DEM,Write-In (OTHER),0,OTHER,41,0.0,19.51,0.0,0.0,80.49,0.0,DEM,Val Demings (DEM),25,60.98,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,62.12,78.79,Patrick Murphy (DEM) won with 78.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Freeman Collins & Raymond Britton Senior Facility,90,Majority Black,Heavily Democrat,58.9,17.8,4.4,57.8,28.9,8.9,Opa Locka
Last updated at 02-14-2023 03:17,266,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),7,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),25,DEM,Write-In (OTHER),0,OTHER,32,0.0,21.88,0.0,0.0,78.12,0.0,DEM,Val Demings (DEM),18,56.25,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,43.14,70.59,Patrick Murphy (DEM) won with 70.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Jefferson Reaves Sr. Park,87,Majority Hispanic,Heavily Democrat,59.8,19.5,0,47.1,51.7,1.1,Unincorporated M-D
Last updated at 02-14-2023 03:17,267,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),123,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),331,DEM,Write-In (OTHER),0,OTHER,460,0.43,26.74,0.87,0.0,71.96,0.0,DEM,Val Demings (DEM),208,45.22,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,56.69,76.98,Patrick Murphy (DEM) won with 77% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Universal Truth Center,1477,Other,Heavily Democrat,59,14.4,2.7,47.9,43.9,5.4,Miami Gardens
Last updated at 02-14-2023 03:17,269,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),57,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),540,DEM,Write-In (OTHER),1,OTHER,605,0.5,9.42,0.33,0.33,89.26,0.17,DEM,Val Demings (DEM),483,79.83,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,85.5,91.91,Patrick Murphy (DEM) won with 91.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Mount Zion African Methodist Episcopal Church,1554,Majority Black,Heavily Democrat,74.8,6.5,0.4,77.3,16.6,5.7,Miami Gardens
Last updated at 02-14-2023 03:17,270,Dennis Misigoy (LPF),6,LPF,Marco Rubio (REP),112,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),4,NPA,Val Demings (DEM),829,DEM,Write-In (OTHER),0,OTHER,954,0.63,11.74,0.31,0.42,86.9,0.0,DEM,Val Demings (DEM),717,75.16,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,84.68,91.17,Patrick Murphy (DEM) won with 91.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,City of Miami Gardens City Hall,2562,Majority Black,Heavily Democrat,72.3,5.9,1.4,74.4,16.7,7.5,Miami Gardens
Last updated at 02-14-2023 03:17,272,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),519,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),402,DEM,Write-In (OTHER),1,OTHER,927,0.11,55.99,0.22,0.22,43.37,0.11,REP,Marco Rubio (REP),117,12.62,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,18.26,57.96,Patrick Murphy (DEM) won with 58% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Charles David Wyche Jr Elementary School,2340,Majority Hispanic,Other,36.4,28,5.6,12.9,74.7,6.8,Unincorporated M-D
Last updated at 02-14-2023 03:17,274,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),228,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),404,DEM,Write-In (OTHER),0,OTHER,638,0.16,35.74,0.63,0.16,63.32,0.0,DEM,Val Demings (DEM),176,27.59,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,57.06,78.02,Patrick Murphy (DEM) won with 78% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Carol City Elementary School,1504,Other,Heavily Democrat,56.6,19,2.9,42.8,47,7.4,Miami Gardens
Last updated at 02-14-2023 03:17,275,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),26,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),112,DEM,Write-In (OTHER),1,OTHER,141,0.0,18.44,1.42,0.0,79.43,0.71,DEM,Val Demings (DEM),86,60.99,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,76.34,86.16,Patrick Murphy (DEM) won with 86.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Dr. M. L. King Jr Memorial Park,403,Majority Black,Heavily Democrat,68.5,7.2,1.7,65.5,27.8,5,Unincorporated M-D
Last updated at 02-14-2023 03:17,276,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),88,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),542,DEM,Write-In (OTHER),0,OTHER,633,0.32,13.9,0.0,0.16,85.62,0.0,DEM,Val Demings (DEM),454,71.72,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,75.0,86.41,Patrick Murphy (DEM) won with 86.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Greater Miami Church of God,1706,Majority Black,Heavily Democrat,66.4,7.3,3,68.5,19.3,9.2,Unincorporated M-D
Last updated at 02-14-2023 03:17,278,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),34,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),14,DEM,Write-In (OTHER),0,OTHER,50,4.0,68.0,0.0,0.0,28.0,0.0,REP,Marco Rubio (REP),20,40.0,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,13.98,55.91,Patrick Murphy (DEM) won with 55.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Dayspring Missionary Baptist Church,206,Majority Hispanic,Other,34.5,23.3,2.4,6.8,79.1,11.7,Unincorporated M-D
Last updated at 02-14-2023 03:17,280,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),53,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),341,DEM,Write-In (OTHER),0,OTHER,397,0.25,13.35,0.5,0.0,85.89,0.0,DEM,Val Demings (DEM),288,72.54,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,84.29,90.92,Patrick Murphy (DEM) won with 90.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Freeman Collins & Raymond Britton Senior Facility,1295,Majority Black,Heavily Democrat,73.5,4.6,1.5,79.9,13.1,5.6,Opa Locka
Last updated at 02-14-2023 03:17,281,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),50,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),19,DEM,Write-In (OTHER),0,OTHER,70,1.43,71.43,0.0,0.0,27.14,0.0,REP,Marco Rubio (REP),31,44.29,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,7.05,51.28,Patrick Murphy (DEM) won with 51.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Jefferson Reaves Sr. Park,339,Majority Hispanic,Other,36,28.3,1.8,3.5,87.6,7.1,Unincorporated M-D
Last updated at 02-14-2023 03:17,282,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),194,REP,Steven B. Grant (NPA),8,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),749,DEM,Write-In (OTHER),0,OTHER,953,0.21,20.36,0.84,0.0,78.59,0.0,DEM,Val Demings (DEM),555,58.24,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,76.55,87.57,Patrick Murphy (DEM) won with 87.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Lorah Park Elementary School,2908,Majority Black,Heavily Democrat,68,10,1.7,60.4,31.7,6.2,Unincorporated M-D
Last updated at 02-14-2023 03:17,284,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),266,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),128,DEM,Write-In (OTHER),0,OTHER,399,1.0,66.67,0.0,0.25,32.08,0.0,REP,Marco Rubio (REP),138,34.59,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,7.09,52.09,Patrick Murphy (DEM) won with 52.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Melrose Elementary School,1404,Majority Hispanic,Other,38.4,27.4,4.1,2.4,86.5,7,Unincorporated M-D
Last updated at 02-14-2023 03:17,285,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),43,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),22,DEM,Write-In (OTHER),0,OTHER,65,0.0,66.15,0.0,0.0,33.85,0.0,REP,Marco Rubio (REP),21,32.31,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,1.63,49.59,Patrick Murphy (DEM) won with 49.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Melrose Elementary School,201,Majority Hispanic,Other,34.8,31.8,4.5,1,87.6,7,Unincorporated M-D
Last updated at 02-14-2023 03:17,288,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),1,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),1,DEM,Write-In (OTHER),0,OTHER,2,0.0,50.0,0.0,0.0,50.0,0.0,TIED,Marco Rubio (REP) and Val Demings (DEM),0,0.0,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,20.0,60.0,Patrick Murphy (DEM) won with 60% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Fire Fighter Benevolent Association,12,Majority Hispanic,Other,33.3,33.3,8.3,0,83.3,8.3,Unincorporated M-D
Last updated at 02-14-2023 03:17,289,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),20,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),13,DEM,Write-In (OTHER),0,OTHER,33,0.0,60.61,0.0,0.0,39.39,0.0,REP,Marco Rubio (REP),7,21.21,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,33.33,66.67,Marco Rubio (REP) won with 66.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Fire Fighter Benevolent Association,62,Majority Hispanic,Other,25.8,40.3,17.7,1.6,72.6,8.1,Unincorporated M-D
Last updated at 02-14-2023 03:17,291,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),381,REP,Steven B. Grant (NPA),8,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),647,DEM,Write-In (OTHER),0,OTHER,1041,0.38,36.6,0.77,0.1,62.15,0.0,DEM,Val Demings (DEM),266,25.55,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,46.2,72.4,Patrick Murphy (DEM) won with 72.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Gardens Elementary School,2472,Other,Heavily Democrat,55.1,20.3,3.3,42.4,47.9,6.4,Miami Gardens
Last updated at 02-14-2023 03:17,295,Dennis Misigoy (LPF),5,LPF,Marco Rubio (REP),156,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),1320,DEM,Write-In (OTHER),0,OTHER,1487,0.34,10.49,0.27,0.13,88.77,0.0,DEM,Val Demings (DEM),1164,78.28,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,85.58,92.11,Patrick Murphy (DEM) won with 92.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,North Dade Regional Library,3215,Majority Black,Heavily Democrat,75,5.5,1.7,79.2,13.7,5.4,Miami Gardens
Last updated at 02-14-2023 03:17,296,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),342,REP,Steven B. Grant (NPA),12,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),653,DEM,Write-In (OTHER),0,OTHER,1012,0.4,33.79,1.19,0.1,64.53,0.0,DEM,Val Demings (DEM),311,30.73,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,54.91,76.3,Patrick Murphy (DEM) won with 76.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Dr. Robert B. Ingram Elementary School,2785,Other,Heavily Democrat,57,15.3,3.2,44.3,46,6.5,Opa Locka
Last updated at 02-14-2023 03:17,297,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),979,REP,Steven B. Grant (NPA),6,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),297,DEM,Write-In (OTHER),0,OTHER,1284,0.16,76.25,0.47,0.0,23.13,0.0,REP,Marco Rubio (REP),682,53.12,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,17.75,57.93,Marco Rubio (REP) won with 57.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Seduction Banquet Hall,2919,Majority Hispanic,Other,23.5,41,4.4,0.7,88.7,6.2,Hialeah
Last updated at 02-14-2023 03:17,298,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),844,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),524,DEM,Write-In (OTHER),0,OTHER,1375,0.15,61.38,0.36,0.0,38.11,0.0,REP,Marco Rubio (REP),320,23.27,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,11.49,54.3,Marco Rubio (REP) won with 54.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Springs Golf & Country Club,2300,Majority Hispanic,Other,27.3,37,25,0.7,66.7,7.6,Miami Springs
Last updated at 02-14-2023 03:17,299,Dennis Misigoy (LPF),5,LPF,Marco Rubio (REP),634,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),157,DEM,Write-In (OTHER),0,OTHER,802,0.62,79.05,0.62,0.12,19.58,0.0,REP,Marco Rubio (REP),477,59.48,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,15.91,56.41,Marco Rubio (REP) won with 56.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Hialeah Fire Station #7,1890,Majority Hispanic,Other,23.2,42.5,2.8,0.3,88.7,8.3,Hialeah
Last updated at 02-14-2023 03:17,300,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),1109,REP,Steven B. Grant (NPA),9,NPA,Tuan TQ Nguyen (NPA),4,NPA,Val Demings (DEM),589,DEM,Write-In (OTHER),0,OTHER,1714,0.18,64.7,0.53,0.23,34.36,0.0,REP,Marco Rubio (REP),520,30.34,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,9.35,53.48,Patrick Murphy (DEM) won with 53.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Country Club of Miami,4354,Majority Hispanic,Other,31.6,28.9,5.7,4.3,83.2,6.8,Unincorporated M-D
Last updated at 02-14-2023 03:17,301,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),748,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),4,NPA,Val Demings (DEM),196,DEM,Write-In (OTHER),2,OTHER,951,0.11,78.65,0.0,0.42,20.61,0.21,REP,Marco Rubio (REP),552,58.04,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,42.16,70.15,Marco Rubio (REP) won with 70.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,North Palm Baptist Church,1619,Majority Hispanic,Other,19.3,49.7,20.2,0.6,75.4,3.8,Unincorporated M-D
Last updated at 02-14-2023 03:17,302,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),813,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),221,DEM,Write-In (OTHER),1,OTHER,1044,0.29,77.87,0.48,0.1,21.17,0.1,REP,Marco Rubio (REP),592,56.7,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,35.05,66.49,Marco Rubio (REP) won with 66.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Norman & Jean Reach Park,1924,Majority Hispanic,Other,20.9,46,17.1,0.9,76.4,5.7,Unincorporated M-D
Last updated at 02-14-2023 03:17,303,Dennis Misigoy (LPF),6,LPF,Marco Rubio (REP),1062,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),704,DEM,Write-In (OTHER),0,OTHER,1778,0.34,59.73,0.17,0.17,39.6,0.0,REP,Marco Rubio (REP),358,20.13,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,0.39,48.8,Patrick Murphy (DEM) won with 48.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Sunrise Presbyterian Church,3554,Majority Hispanic,Other,33.3,33.8,13.1,8.6,71.6,6.8,Unincorporated M-D
Last updated at 02-14-2023 03:17,304,Dennis Misigoy (LPF),5,LPF,Marco Rubio (REP),776,REP,Steven B. Grant (NPA),7,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),470,DEM,Write-In (OTHER),0,OTHER,1259,0.4,61.64,0.56,0.08,37.33,0.0,REP,Marco Rubio (REP),306,24.31,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,17.26,57.6,Patrick Murphy (DEM) won with 57.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Country Village Park,3759,Majority Hispanic,Other,33.5,25.5,4.2,5.7,81.5,8.6,Unincorporated M-D
Last updated at 02-14-2023 03:17,305,Dennis Misigoy (LPF),5,LPF,Marco Rubio (REP),1106,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),5,NPA,Val Demings (DEM),575,DEM,Write-In (OTHER),0,OTHER,1692,0.3,65.37,0.06,0.3,33.98,0.0,REP,Marco Rubio (REP),531,31.38,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,16.64,57.19,Marco Rubio (REP) won with 57.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Lakes Branch Library,3172,Majority Hispanic,Other,26.5,41.1,18.4,3.9,72.1,5.5,Miami Lakes
Last updated at 02-14-2023 03:17,306,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),825,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),417,DEM,Write-In (OTHER),1,OTHER,1249,0.24,66.05,0.16,0.08,33.39,0.08,REP,Marco Rubio (REP),408,32.67,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,12.85,55.52,Marco Rubio (REP) won with 55.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Lakes Middle School,2524,Majority Hispanic,Other,26.4,37.6,17.1,4.4,73.2,5.3,Miami Lakes
