LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,WINNER_CANDIDATE_18,WINNER_PARTY_18,MARGIN_PERCENTPOINTS_18,VOTE_SHARE_WINNER_18,WINNER_TEXT_18,CT_WINNER_CANDIDATE_18,CT_WINNER_PARTY_18,CT_WINNER_TEXT_18,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
Last updated at 02-13-2023 22:46,275,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),114,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),23,REP,138,0.0,82.61,0.72,16.67,DEM,Charlie Crist (DEM),91,65.94,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,87.75,93.1,Andrew Gillum (DEM) won with 93.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Dr. M. L. King Jr Memorial Park,403,Majority Black,Heavily Democrat,68.5,7.2,1.7,65.5,27.8,5,Unincorporated M-D
Last updated at 02-13-2023 22:46,276,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),545,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),86,REP,633,0.0,86.1,0.32,13.59,DEM,Charlie Crist (DEM),459,72.51,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,84.88,92.4,Andrew Gillum (DEM) won with 92.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Greater Miami Church of God,1706,Majority Black,Heavily Democrat,66.4,7.3,3,68.5,19.3,9.2,Unincorporated M-D
Last updated at 02-13-2023 22:46,278,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),15,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),34,REP,50,2.0,30.0,0.0,68.0,REP,Ron DeSantis (REP),19,38.0,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,37.93,67.2,Andrew Gillum (DEM) won with 67.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Dayspring Missionary Baptist Church,206,Majority Hispanic,Other,34.5,23.3,2.4,6.8,79.1,11.7,Unincorporated M-D
Last updated at 02-13-2023 22:46,280,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),330,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),56,REP,393,1.78,83.97,0.0,14.25,DEM,Charlie Crist (DEM),274,69.72,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,94.01,96.7,Andrew Gillum (DEM) won with 96.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Freeman Collins & Raymond Britton Senior Facility,1295,Majority Black,Heavily Democrat,73.5,4.6,1.5,79.9,13.1,5.6,Opa Locka
Last updated at 02-13-2023 22:46,281,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),22,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),49,REP,71,0.0,30.99,0.0,69.01,REP,Ron DeSantis (REP),27,38.03,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,12.5,55.2,Andrew Gillum (DEM) won with 55.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Jefferson Reaves Sr. Park,339,Majority Hispanic,Other,36,28.3,1.8,3.5,87.6,7.1,Unincorporated M-D
Last updated at 02-13-2023 22:46,282,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),728,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),213,REP,955,1.05,76.23,0.42,22.3,DEM,Charlie Crist (DEM),515,53.93,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,84.79,92.0,Andrew Gillum (DEM) won with 92% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Lorah Park Elementary School,2908,Majority Black,Heavily Democrat,68,10,1.7,60.4,31.7,6.2,Unincorporated M-D
Last updated at 02-13-2023 22:46,284,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),128,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),263,REP,399,1.75,32.08,0.25,65.91,REP,Ron DeSantis (REP),135,33.83,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,15.78,56.5,Andrew Gillum (DEM) won with 56.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Melrose Elementary School,1404,Majority Hispanic,Other,38.4,27.4,4.1,2.4,86.5,7,Unincorporated M-D
Last updated at 02-13-2023 22:46,285,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),20,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),44,REP,65,1.54,30.77,0.0,67.69,REP,Ron DeSantis (REP),24,36.92,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,13.1,56.0,Andrew Gillum (DEM) won with 56% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Melrose Elementary School,201,Majority Hispanic,Other,34.8,31.8,4.5,1,87.6,7,Unincorporated M-D
Last updated at 02-13-2023 22:46,288,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),1,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),1,REP,2,0.0,50.0,0.0,50.0,TIED,Charlie Crist (DEM) and Ron DeSantis (REP),0,0.0,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP) and Andrew Gillum (DEM),TIED,0.0,50.0,Ron DeSantis (REP) and Andrew Gillum (DEM) were tied with 50% votes each in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Fire Fighter Benevolent Association,12,Majority Hispanic,Other,33.3,33.3,8.3,0,83.3,8.3,Unincorporated M-D
Last updated at 02-13-2023 22:46,289,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),13,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),20,REP,33,0.0,39.39,0.0,60.61,REP,Ron DeSantis (REP),7,21.21,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,16.67,58.3,Ron DeSantis (REP) won with 58.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Fire Fighter Benevolent Association,62,Majority Hispanic,Other,25.8,40.3,17.7,1.6,72.6,8.1,Unincorporated M-D
Last updated at 02-13-2023 22:46,291,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),640,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),388,REP,1041,0.86,61.48,0.38,37.27,DEM,Charlie Crist (DEM),252,24.21,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,58.74,79.0,Andrew Gillum (DEM) won with 79% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Gardens Elementary School,2472,Other,Heavily Democrat,55.1,20.3,3.3,42.4,47.9,6.4,Miami Gardens
Last updated at 02-13-2023 22:46,295,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),1317,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),162,REP,1492,0.54,88.27,0.34,10.86,DEM,Charlie Crist (DEM),1155,77.41,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,92.35,96.1,Andrew Gillum (DEM) won with 96.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,North Dade Regional Library,3215,Majority Black,Heavily Democrat,75,5.5,1.7,79.2,13.7,5.4,Miami Gardens
Last updated at 02-13-2023 22:46,296,Carmen Jackie Gimenez (NPA),19,NPA,Charlie Crist (DEM),630,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),356,REP,1009,1.88,62.44,0.4,35.28,DEM,Charlie Crist (DEM),274,27.16,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,65.84,82.4,Andrew Gillum (DEM) won with 82.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Dr. Robert B. Ingram Elementary School,2785,Other,Heavily Democrat,57,15.3,3.2,44.3,46,6.5,Opa Locka
Last updated at 02-13-2023 22:46,297,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),313,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),973,REP,1289,0.0,24.28,0.23,75.48,REP,Ron DeSantis (REP),660,51.2,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,14.44,56.0,Ron DeSantis (REP) won with 56% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Seduction Banquet Hall,2919,Majority Hispanic,Other,23.5,41,4.4,0.7,88.7,6.2,Hialeah
Last updated at 02-13-2023 22:46,298,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),496,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),877,REP,1377,0.29,36.02,0.0,63.69,REP,Ron DeSantis (REP),381,27.67,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,4.93,51.8,Ron DeSantis (REP) won with 51.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Springs Golf & Country Club,2300,Majority Hispanic,Other,27.3,37,25,0.7,66.7,7.6,Miami Springs
Last updated at 02-13-2023 22:46,299,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),160,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),636,REP,801,0.5,19.98,0.12,79.4,REP,Ron DeSantis (REP),476,59.43,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,11.88,54.8,Ron DeSantis (REP) won with 54.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Hialeah Fire Station #7,1890,Majority Hispanic,Other,23.2,42.5,2.8,0.3,88.7,8.3,Hialeah
Last updated at 02-13-2023 22:46,300,Carmen Jackie Gimenez (NPA),18,NPA,Charlie Crist (DEM),568,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),1125,REP,1711,1.05,33.2,0.0,65.75,REP,Ron DeSantis (REP),557,32.55,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,22.64,60.7,Andrew Gillum (DEM) won with 60.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Country Club of Miami,4354,Majority Hispanic,Other,31.6,28.9,5.7,4.3,83.2,6.8,Unincorporated M-D
Last updated at 02-13-2023 22:46,301,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),192,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),755,REP,952,0.42,20.17,0.11,79.31,REP,Ron DeSantis (REP),563,59.14,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,34.07,66.4,Ron DeSantis (REP) won with 66.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,North Palm Baptist Church,1619,Majority Hispanic,Other,19.3,49.7,20.2,0.6,75.4,3.8,Unincorporated M-D
Last updated at 02-13-2023 22:46,302,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),204,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),839,REP,1045,0.19,19.52,0.0,80.29,REP,Ron DeSantis (REP),635,60.77,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,24.95,62.0,Ron DeSantis (REP) won with 62% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Norman & Jean Reach Park,1924,Majority Hispanic,Other,20.9,46,17.1,0.9,76.4,5.7,Unincorporated M-D
Last updated at 02-13-2023 22:46,303,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),682,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),1092,REP,1786,0.5,38.19,0.17,61.14,REP,Ron DeSantis (REP),410,22.96,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,6.07,52.4,Andrew Gillum (DEM) won with 52.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Sunrise Presbyterian Church,3554,Majority Hispanic,Other,33.3,33.8,13.1,8.6,71.6,6.8,Unincorporated M-D
Last updated at 02-13-2023 22:46,304,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),470,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),782,REP,1262,0.48,37.24,0.32,61.97,REP,Ron DeSantis (REP),312,24.72,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,28.09,63.1,Andrew Gillum (DEM) won with 63.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Country Village Park,3759,Majority Hispanic,Other,33.5,25.5,4.2,5.7,81.5,8.6,Unincorporated M-D
Last updated at 02-13-2023 22:46,305,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),558,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1128,REP,1694,0.18,32.94,0.3,66.59,REP,Ron DeSantis (REP),570,33.65,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,10.82,54.9,Ron DeSantis (REP) won with 54.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Lakes Branch Library,3172,Majority Hispanic,Other,26.5,41.1,18.4,3.9,72.1,5.5,Miami Lakes
Last updated at 02-13-2023 22:46,306,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),396,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),832,REP,1244,1.13,31.83,0.16,66.88,REP,Ron DeSantis (REP),436,35.05,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,0.16,49.5,Andrew Gillum (DEM) won with 49.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Lakes Middle School,2524,Majority Hispanic,Other,26.4,37.6,17.1,4.4,73.2,5.3,Miami Lakes
Last updated at 02-13-2023 22:46,307,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),378,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),1122,REP,1506,0.27,25.1,0.13,74.5,REP,Ron DeSantis (REP),744,49.4,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,31.23,65.2,Ron DeSantis (REP) won with 65.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Lakes United Methodist Church,2271,Majority Hispanic,Heavily Republican,22.4,50.8,20.6,1,73.1,5.4,Miami Lakes
Last updated at 02-13-2023 22:46,308,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),249,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),631,REP,884,0.45,28.17,0.0,71.38,REP,Ron DeSantis (REP),382,43.21,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,23.45,61.4,Ron DeSantis (REP) won with 61.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Lakes K-8 Center,1477,Majority Hispanic,Other,24.4,46.6,20,0.7,73.4,5.9,Miami Lakes
Last updated at 02-13-2023 22:46,309,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),262,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1049,REP,1320,0.23,19.85,0.45,79.47,REP,Ron DeSantis (REP),787,59.62,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,20.23,59.5,Ron DeSantis (REP) won with 59.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Carl F. Slade Park,2868,Majority Hispanic,Other,24.2,43.3,3.4,0.3,89.1,7.2,Hialeah
Last updated at 02-13-2023 22:46,310,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),227,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),964,REP,1192,0.08,19.04,0.0,80.87,REP,Ron DeSantis (REP),737,61.83,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,35.89,67.2,Ron DeSantis (REP) won with 67.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Hialeah-Miami Lakes Senior High School,2561,Majority Hispanic,Other,21.1,47.6,7.9,0.5,85.2,6.4,Hialeah
Last updated at 02-13-2023 22:46,311,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),302,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),1112,REP,1425,0.56,21.19,0.21,78.04,REP,Ron DeSantis (REP),810,56.84,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,20.58,59.3,Ron DeSantis (REP) won with 59.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Iglesia Cristo Vive - Hermanos en Cristo,3624,Majority Hispanic,Other,22.9,45.7,3.9,1.4,88.2,6.5,Hialeah
Last updated at 02-13-2023 22:46,312,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),262,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),743,REP,1010,0.3,25.94,0.2,73.56,REP,Ron DeSantis (REP),481,47.62,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,16.42,57.4,Ron DeSantis (REP) won with 57.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ministerio Unidos En Amor,2283,Majority Hispanic,Other,23.2,40.2,5,0.7,86.5,7.8,Hialeah
Last updated at 02-13-2023 22:46,314,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),17,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),101,REP,118,0.0,14.41,0.0,85.59,REP,Ron DeSantis (REP),84,71.19,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,54.55,76.4,Ron DeSantis (REP) won with 76.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Hialeah Middle School,233,Majority Hispanic,Other,18.5,47.2,6.9,0.4,88,4.7,Hialeah
Last updated at 02-13-2023 22:46,315,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),177,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),808,REP,987,0.1,17.93,0.1,81.86,REP,Ron DeSantis (REP),631,63.93,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,36.32,67.4,Ron DeSantis (REP) won with 67.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Palm Springs Elementary School,2125,Majority Hispanic,Other,19.8,46,7.5,0.3,86.8,5.4,Hialeah
Last updated at 02-13-2023 22:46,316,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),172,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),728,REP,906,0.66,18.98,0.0,80.35,REP,Ron DeSantis (REP),556,61.37,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,38.68,68.5,Ron DeSantis (REP) won with 68.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,O'Quinn Park,1782,Majority Hispanic,Other,19,49.8,6.9,0.5,86,6.6,Hialeah
Last updated at 02-13-2023 22:46,317,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),105,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),722,REP,831,0.12,12.64,0.36,86.88,REP,Ron DeSantis (REP),617,74.25,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,47.35,73.1,Ron DeSantis (REP) won with 73.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Hialeah Fire Station #5,1565,Majority Hispanic,Heavily Republican,16.9,54.2,10.2,0.3,84.4,5.1,Hialeah
Last updated at 02-13-2023 22:46,318,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),293,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1334,REP,1639,0.43,17.88,0.31,81.39,REP,Ron DeSantis (REP),1041,63.51,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,34.85,66.8,Ron DeSantis (REP) won with 66.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,John G. DuPuis Elementary School,3309,Majority Hispanic,Other,21.4,48.5,5.9,0.3,87.4,6.4,Hialeah
Last updated at 02-13-2023 22:46,319,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),125,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),606,REP,734,0.41,17.03,0.0,82.56,REP,Ron DeSantis (REP),481,65.53,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,43.65,71.2,Ron DeSantis (REP) won with 71.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Hialeah Middle School,1473,Majority Hispanic,Other,20.2,48.9,7.2,0.2,86.2,6.4,Hialeah
Last updated at 02-13-2023 22:46,320,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),255,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),1263,REP,1527,0.33,16.7,0.26,82.71,REP,Ron DeSantis (REP),1008,66.01,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,28.21,63.4,Ron DeSantis (REP) won with 63.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Sparks Park,3268,Majority Hispanic,Other,20.2,46.8,4.3,0.4,88.8,6.5,Hialeah
