BASE_PRECINCT,WINNER_CANDIDATE_18,WINNER_PARTY_18,MARGIN_PERCENTPOINTS_18,VOTE_SHARE_WINNER_18,WINNER_TEXT_18,CT_WINNER_CANDIDATE_18,CT_WINNER_PARTY_18,CT_WINNER_TEXT_18,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
356,Andrew Gillum (DEM),DEM,36.23,67.0,Andrew Gillum (DEM) won with 67% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,American Senior High School,1416,Majority Hispanic,Other,36.9,26.1,4.7,9.6,76.1,9.6,Unincorporated M-D
357,Ron DeSantis (REP),REP,32.88,65.5,Ron DeSantis (REP) won with 65.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Palm Lakes Elementary School,1790,Majority Hispanic,Other,21.2,48.8,9.7,0.6,83.9,5.9,Hialeah
358,Ron DeSantis (REP),REP,16.69,57.5,Ron DeSantis (REP) won with 57.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Hialeah Gardens Middle School,1871,Majority Hispanic,Other,21.2,41.7,4.1,0.3,87.5,8,Hialeah Gardens
359,Ron DeSantis (REP),REP,3.97,50.8,Ron DeSantis (REP) won with 50.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Veterans Park,2268,Majority Hispanic,Other,24.5,41.4,3,0.5,88.9,7.6,Hialeah
360,Ron DeSantis (REP),REP,14.06,56.2,Ron DeSantis (REP) won with 56.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ernest R. Graham K-8 Academy,4492,Majority Hispanic,Other,23.8,40.2,3.7,0.2,89.6,6.5,Hialeah
362,Ron DeSantis (REP),REP,24.21,61.1,Ron DeSantis (REP) won with 61.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Meadowlane Elementary School,2219,Majority Hispanic,Other,19.7,47.7,3.2,0.6,89.1,7.1,Hialeah
363,Andrew Gillum (DEM),DEM,8.06,53.3,Andrew Gillum (DEM) won with 53.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Russell Bucky Dent Park,6863,Majority Hispanic,Other,26.2,33.5,5.2,3,84.5,7.3,Hialeah
364,Andrew Gillum (DEM),DEM,2.24,50.6,Andrew Gillum (DEM) won with 50.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami-Dade County Fire Station #44,3657,Majority Hispanic,Other,30,34.6,6,5.9,80.6,7.4,Unincorporated M-D
365,Andrew Gillum (DEM),DEM,24.85,61.8,Andrew Gillum (DEM) won with 61.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Lawton Chiles Middle School,3383,Majority Hispanic,Other,35.8,29.1,7.1,7.9,77,8,Unincorporated M-D
366,Andrew Gillum (DEM),DEM,13.67,56.0,Andrew Gillum (DEM) won with 56% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Eugenia B. Thomas K-8 Center,3468,Majority Hispanic,Other,23.8,24.7,12.2,1,77.6,9.1,Doral
367,Andrew Gillum (DEM),DEM,17.25,57.9,Andrew Gillum (DEM) won with 57.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Imperial Lakes Club House,2653,Majority Hispanic,Other,27.6,31.6,4.4,0.6,89.1,5.8,Unincorporated M-D
368,Ron DeSantis (REP),REP,26.06,62.4,Ron DeSantis (REP) won with 62.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Westland Gardens Park,3654,Majority Hispanic,Other,20.1,45.7,4.7,0.5,88,6.8,Hialeah Gardens
369,Ron DeSantis (REP),REP,80.95,90.5,Ron DeSantis (REP) won with 90.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,North Palm Baptist Church,60,Majority Hispanic,Other,21.7,46.7,11.7,0,85,3.3,Unincorporated M-D
370,Andrew Gillum (DEM),DEM,29.90,64.3,Andrew Gillum (DEM) won with 64.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Dios Con Nosotros,4496,Majority Hispanic,Other,26.9,26.6,14.2,3.9,73.6,8.3,Doral
371,Andrew Gillum (DEM),DEM,8.74,53.8,Andrew Gillum (DEM) won with 53.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Fire Fighters Memorial Building,4183,Majority Hispanic,Other,25.7,30.6,15.6,1.6,73.5,9.3,Doral
372,Ron DeSantis (REP),REP,14.56,56.9,Ron DeSantis (REP) won with 56.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Lakes Branch Library,1255,Majority Hispanic,Other,24.9,42.5,8.5,2.2,82.6,6.7,Unincorporated M-D
373,N/A,N/A,0.00,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Fire Fighters Memorial Building,2,Majority Hispanic,Other,50,50,0,0,100,0,Doral
374,N/A,N/A,0.00,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
375,Ron DeSantis (REP),REP,31.68,64.5,Ron DeSantis (REP) won with 64.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Patterson Pavillion,1106,Majority Hispanic,Heavily Republican,19.4,50.3,4.4,0.4,89.4,5.8,Hialeah
376,Ron DeSantis (REP),REP,28.35,63.6,Ron DeSantis (REP) won with 63.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Turningpoint Baptist Church,4009,Majority Hispanic,Other,18.9,46.4,5.9,0.5,87.7,5.9,Unincorporated M-D
377,Ron DeSantis (REP),REP,31.11,64.7,Ron DeSantis (REP) won with 64.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,James S. Walker Community Center,3304,Majority Hispanic,Other,20.6,48,4.4,0.6,88,7,Hialeah
378,Ron DeSantis (REP),REP,27.52,63.2,Ron DeSantis (REP) won with 63.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,James S. Walker Community Center,1048,Majority Hispanic,Heavily Republican,20.8,50.4,4.7,0.4,88.6,6.3,Hialeah
379,Ron DeSantis (REP),REP,31.26,64.9,Ron DeSantis (REP) won with 64.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Hialeah Fire Station #2,2614,Majority Hispanic,Other,20.7,47.6,5.4,0.5,88,6.1,Hialeah
381,Ron DeSantis (REP),REP,30.73,64.1,Ron DeSantis (REP) won with 64.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Bright Park Recreation Center,1743,Majority Hispanic,Other,22.4,46,5.3,0.5,87.6,6.6,Hialeah
382,Ron DeSantis (REP),REP,31.26,64.9,Ron DeSantis (REP) won with 64.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,South East Park,1656,Majority Hispanic,Other,22.2,44.9,6.6,0.7,86.8,5.9,Hialeah
383,N/A,N/A,0.00,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
384,Ron DeSantis (REP),REP,14.46,56.4,Ron DeSantis (REP) won with 56.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,St. Barbara Catholic Church,2721,Majority Hispanic,Other,23,40.9,3.3,0.8,89.3,6.6,Hialeah
385,Ron DeSantis (REP),REP,28.26,63.5,Ron DeSantis (REP) won with 63.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Barbara Goleman Senior High School,4026,Majority Hispanic,Other,21.5,45.9,8.1,1.6,84.4,6,Miami Lakes
386,Ron DeSantis (REP),REP,21.85,59.8,Ron DeSantis (REP) won with 59.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Hialeah Fire Station #6,2507,Majority Hispanic,Other,25.2,42.5,4.2,1.2,86.5,8.1,Hialeah
387,Andrew Gillum (DEM),DEM,1.63,50.0,Andrew Gillum (DEM) won with 50% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ruth A. Tinsman Housing Authority,2020,Majority Hispanic,Other,26.1,40,2.6,0.7,87.8,8.9,Hialeah
388,Ron DeSantis (REP),REP,10.35,54.3,Ron DeSantis (REP) won with 54.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,West Hialeah Gardens Elementary School,3884,Majority Hispanic,Other,23.9,37,2.7,0.2,90.4,6.7,Hialeah Gardens
389,Ron DeSantis (REP),REP,21.18,60.0,Ron DeSantis (REP) won with 60% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Palm Springs North Elementary School,3564,Majority Hispanic,Other,21.9,44.8,8.5,4.4,81,6.1,Unincorporated M-D
390,Ron DeSantis (REP),REP,40.78,69.9,Ron DeSantis (REP) won with 69.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Bob Graham Education Center,3934,Majority Hispanic,Heavily Republican,18.4,50.7,11.3,2,80.9,5.8,Miami Lakes
391,N/A,N/A,0.00,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
392,N/A,N/A,0.00,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
394,Andrew Gillum (DEM),DEM,100.00,100.0,Andrew Gillum (DEM) won with 100% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
395,N/A,N/A,0.00,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
396,Ron DeSantis (REP),REP,8.66,53.8,Ron DeSantis (REP) won with 53.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ruben Dario Park,2433,Majority Hispanic,Other,26.3,36.3,7.6,1,84.8,6.6,Unincorporated M-D
398,Ron DeSantis (REP),REP,2.95,51.1,Ron DeSantis (REP) won with 51.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Arts Studio 6-12 @ Zelda Glazer,1121,Majority Hispanic,Other,24.4,37,9.8,2.5,82.6,5.1,Unincorporated M-D
399,Ron DeSantis (REP),REP,15.92,57.4,Ron DeSantis (REP) won with 57.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami-Dade County Fire Station #61,1048,Majority Hispanic,Other,21.4,38.3,6.7,0.9,85.6,6.9,Unincorporated M-D
400,N/A,N/A,0.00,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
401,Andrew Gillum (DEM),DEM,18.49,58.1,Andrew Gillum (DEM) won with 58.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Flagami Elementary School,2073,Majority Hispanic,Other,28.2,30.7,2.8,1.1,88.7,7.4,Unincorporated M-D
402,Ron DeSantis (REP),REP,36.32,67.7,Ron DeSantis (REP) won with 67.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Lamar Louise Curry Middle School,3555,Majority Hispanic,Other,18.1,49.6,5.7,0.4,88.6,5.3,Unincorporated M-D
403,Andrew Gillum (DEM),DEM,9.20,53.7,Andrew Gillum (DEM) won with 53.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,La Catedral Del Pueblo,1464,Majority Hispanic,Other,31.1,32.6,7.2,1.6,85,6.1,Unincorporated M-D
405,Ron DeSantis (REP),REP,15.91,57.3,Ron DeSantis (REP) won with 57.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ruben Dario Park,2119,Majority Hispanic,Other,24.5,42.9,5.9,0.5,87.9,5.8,Unincorporated M-D
406,Andrew Gillum (DEM),DEM,5.25,52.0,Andrew Gillum (DEM) won with 52% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,E.W.F. Stirrup Elementary School,2741,Majority Hispanic,Other,29.2,33.5,4.9,0.6,88.2,6.3,Unincorporated M-D
407,Ron DeSantis (REP),REP,24.97,61.4,Ron DeSantis (REP) won with 61.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Mildred & Claude Pepper Senior Center,1594,Majority Hispanic,Other,22.5,46.5,5.5,0.4,88.7,5.4,Unincorporated M-D
408,Andrew Gillum (DEM),DEM,20.13,58.7,Andrew Gillum (DEM) won with 58.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Fontainebleau Milton Rental Apartments,1913,Majority Hispanic,Other,29,28.6,7.3,2.2,83.3,7.2,Unincorporated M-D
409,Andrew Gillum (DEM),DEM,6.02,52.2,Andrew Gillum (DEM) won with 52.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Sweetwater Elementary School,2738,Majority Hispanic,Other,30.9,32.8,7.3,6.4,76.9,9.4,Sweetwater
410,Ron DeSantis (REP),REP,9.19,53.8,Ron DeSantis (REP) won with 53.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Jorge Mas Canosa Youth Center,2430,Majority Hispanic,Other,23.5,40.2,3.5,0.7,88.7,7.2,Sweetwater
411,Andrew Gillum (DEM),DEM,16.53,57.6,Andrew Gillum (DEM) won with 57.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,La Catedral Del Pueblo,2218,Majority Hispanic,Other,30.8,29.1,5.3,1.1,84.8,8.8,Unincorporated M-D
412,Ron DeSantis (REP),REP,43.18,71.3,Ron DeSantis (REP) won with 71.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Belen Jesuit Preparatory School,2446,Majority Hispanic,Heavily Republican,16.7,52.9,8.4,0.3,85.7,5.6,Unincorporated M-D
413,Ron DeSantis (REP),REP,46.52,72.9,Ron DeSantis (REP) won with 72.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Greenglade Elementary School,3350,Majority Hispanic,Heavily Republican,14.7,56,7.6,0.4,86.6,5.4,Unincorporated M-D
414,Ron DeSantis (REP),REP,26.44,62.4,Ron DeSantis (REP) won with 62.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Joe Hall Elementary School,2105,Majority Hispanic,Other,18.6,48.1,6.4,0.4,87.8,5.4,Unincorporated M-D
415,Ron DeSantis (REP),REP,12.51,55.5,Ron DeSantis (REP) won with 55.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,University Lakes Recreation Hall,3774,Majority Hispanic,Other,22.8,43.1,6.8,0.5,86.5,6.2,Unincorporated M-D
416,Ron DeSantis (REP),REP,19.31,59.1,Ron DeSantis (REP) won with 59.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Marjory Stoneman Douglas Elementary School,2190,Majority Hispanic,Other,22.3,39.4,5,0.5,89.2,5.3,Unincorporated M-D
417,Ron DeSantis (REP),REP,26.40,62.6,Ron DeSantis (REP) won with 62.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami-Dade County Fair & Expo Center,2282,Majority Hispanic,Other,22.9,45.7,8.2,0.5,85.9,5.4,Unincorporated M-D
418,Ron DeSantis (REP),REP,14.51,56.5,Ron DeSantis (REP) won with 56.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Primera Iglesia Bautista Coral Park,998,Majority Hispanic,Other,22.6,47.1,9.6,0.4,84.3,5.7,Unincorporated M-D
419,Ron DeSantis (REP),REP,37.37,68.3,Ron DeSantis (REP) won with 68.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Westchester Regional Library,1376,Majority Hispanic,Heavily Republican,16.7,51.4,10,0.1,84.3,5.6,Unincorporated M-D
420,Ron DeSantis (REP),REP,39.37,68.9,Ron DeSantis (REP) won with 68.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Iglesia Adventista del Septimo Dia Westchester,2425,Majority Hispanic,Heavily Republican,17.2,53.2,8.2,0.2,86.4,5.3,Unincorporated M-D
421,Ron DeSantis (REP),REP,31.55,65.3,Ron DeSantis (REP) won with 65.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Primera Iglesia Bautista Coral Park,2340,Majority Hispanic,Other,19.9,49.8,9.2,0.4,85.1,5.3,Unincorporated M-D
422,Ron DeSantis (REP),REP,34.59,66.6,Ron DeSantis (REP) won with 66.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Everglades K-8 Center,1449,Majority Hispanic,Other,20.7,46.2,9.7,0.5,83.6,6.2,Unincorporated M-D
423,Ron DeSantis (REP),REP,28.06,63.3,Ron DeSantis (REP) won with 63.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,West Miami Middle School,2038,Majority Hispanic,Other,20.6,47.8,10.6,0.2,84.1,5.1,Unincorporated M-D
424,Ron DeSantis (REP),REP,31.51,65.1,Ron DeSantis (REP) won with 65.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Tamiami Baptist Church,2936,Majority Hispanic,Other,20.6,44.8,6.6,0.5,86.5,6.3,Unincorporated M-D
425,Ron DeSantis (REP),REP,15.17,56.8,Ron DeSantis (REP) won with 56.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,El Camino Church,1143,Majority Hispanic,Other,23.2,43.9,6.6,0.8,87,5.6,Unincorporated M-D
426,Ron DeSantis (REP),REP,17.07,57.8,Ron DeSantis (REP) won with 57.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,West Miami Recreation Center,3998,Majority Hispanic,Other,23.8,44.6,12.3,1.7,80.8,5.2,West Miami
427,Ron DeSantis (REP),REP,24.69,61.7,Ron DeSantis (REP) won with 61.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,El Camino Church,1298,Majority Hispanic,Other,26,43.6,8.2,0.2,85,6.5,Unincorporated M-D
428,Ron DeSantis (REP),REP,17.03,57.9,Ron DeSantis (REP) won with 57.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Open Bible Temple,1786,Majority Hispanic,Other,25.6,40.5,12.8,0.4,80.6,6.3,Unincorporated M-D
429,Ron DeSantis (REP),REP,10.72,55.1,Ron DeSantis (REP) won with 55.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Biltmore Hotel,1838,Majority Hispanic,Other,25.5,45.9,25.2,0.7,69,5,Unincorporated M-D
430,Ron DeSantis (REP),REP,21.21,60.0,Ron DeSantis (REP) won with 60% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Sylvania Heights Elementary School,2525,Majority Hispanic,Other,24,44.7,12.3,0.5,81,6.2,Unincorporated M-D
431,Ron DeSantis (REP),REP,8.71,53.9,Ron DeSantis (REP) won with 53.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ebenezer Spanish SDA Church,1602,Majority Hispanic,Other,29.6,39.8,21.2,0.9,71.2,6.7,Unincorporated M-D
432,Ron DeSantis (REP),REP,12.95,55.6,Ron DeSantis (REP) won with 55.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,A. D. Barnes Park,1975,Majority Hispanic,Other,25.6,41.2,13.1,0.5,81.2,5.2,Unincorporated M-D
433,Ron DeSantis (REP),REP,32.88,65.8,Ron DeSantis (REP) won with 65.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Emerson Elementary School,2142,Majority Hispanic,Heavily Republican,19.1,50.1,11.1,0.4,81.8,6.7,Unincorporated M-D
434,Ron DeSantis (REP),REP,26.84,62.7,Ron DeSantis (REP) won with 62.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Banyan Elementary School,2165,Majority Hispanic,Other,22.9,47.2,12.5,0.5,81.4,5.6,Unincorporated M-D
435,Ron DeSantis (REP),REP,25.38,61.6,Ron DeSantis (REP) won with 61.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Rockway Middle School,2553,Majority Hispanic,Other,21.5,43.7,7.2,0.3,86.1,6.5,Unincorporated M-D
436,Ron DeSantis (REP),REP,25.29,62.0,Ron DeSantis (REP) won with 62% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Rockway Park Recreation Bldg,2287,Majority Hispanic,Other,22.3,47.8,9.2,0.2,84.9,5.7,Unincorporated M-D
437,Ron DeSantis (REP),REP,37.27,68.0,Ron DeSantis (REP) won with 68% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Olympia Heights Elementary School,2123,Majority Hispanic,Other,19.8,49.2,8.4,0.4,86.2,5,Unincorporated M-D
438,Ron DeSantis (REP),REP,37.34,68.3,Ron DeSantis (REP) won with 68.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,St. Simons Episcopal Church,2737,Majority Hispanic,Other,20.1,49.1,7.2,0.4,87.5,4.9,Unincorporated M-D
439,Ron DeSantis (REP),REP,47.29,73.2,Ron DeSantis (REP) won with 73.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,St. Simons Episcopal Church,2040,Majority Hispanic,Heavily Republican,16.9,54,6.6,0.5,87.5,5.4,Unincorporated M-D
440,Ron DeSantis (REP),REP,36.63,67.8,Ron DeSantis (REP) won with 67.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Village Green Elementary School,1917,Majority Hispanic,Other,19.8,48.7,10,0.4,84.1,5.6,Unincorporated M-D
441,Ron DeSantis (REP),REP,28.48,63.4,Ron DeSantis (REP) won with 63.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,MDC Herbert S. Saffir Permit & Inspection Ctr,2545,Majority Hispanic,Other,21.7,46.4,11.5,0.4,82.3,5.9,Unincorporated M-D
